BetterExportAssetOrder
Improved by burnedpopcorn180
2409 - bg_dalvshouse
2410 - spr_axis_acid_floor
2411 - spr_attack_tinyflowey
2412 - bg_dalvshouse_exit
2413 - bg_dalvshouse_hall
2414 - bg_dalvshouse_hallway
2415 - bg_dalvshouse_room
2416 - bg_darkruins_19
2417 - bg_ruins01
2418 - bg_ruins02
2419 - bg_ruins03
2420 - overlay_darkness
2421 - Dark_Ruins_Ambience
2422 - Dark_Ruins_Cave
2423 - bg_hotland_lab_entrance
2424 - spr_battle_flowey_clay_weakpoint_spike
2425 - Dark_Ruins_stuff
2426 - Pillars
2427 - spr_martlet_head_confused_battle
2428 - Dark_Ruins
2429 - Background_Floor_Ambience
2430 - overlay_lightbeam
2431 - ts_darkruins_corn
2432 - spr_factory_02_desk5
2433 - ts_darkruins_cave
2434 - spr_rope_section_circle
2435 - spr_new_steamworks_pillar
2436 - spr_flowey_world_background
2437 - bg_snowdin_14b_yellow
2438 - ts_big_rock_snowdin
2439 - ts_bridge_snowdin_16_yellow
2440 - spr_newhome_building_2
2441 - spr_ceroba_guard_shield
2442 - spr_bigfrog_rock_2
2443 - spr_sousborg_salt_piece
2444 - ts_bridge_top_snowdin_16_yellow
2445 - ts_cabin_outside
2446 - spr_hotland_complex_2_dark
2447 - ts_dock_snowdin_16b_yellow
2448 - ts_honeytower_snowdin_14_yellow
2449 - ts_shack
2450 - ts_snowdin_14c_febce
2451 - ts_snowdin_14d_background
2452 - ts_snowdin_14d_hotspring
2453 - ts_snowdin_door_yellow
2454 - ts_martlet_dock
2455 - ts_snowdin_21_arches
2456 - bg_snowdin_15_branches
2457 - bg_snowdin_14_branches
2458 - bg_snowdin_13_branches
2459 - bg_snowdin_12_branches
2460 - spr_credits_diane_booth
2461 - spr_evil_flowey_dies_1
2462 - bg_snowdin_11_branches
2463 - bg_snowdin_10_branches
2464 - spr_portrait_axis_unamused
2465 - bg_snowdin_09_branches
2466 - spr_heart_yellow_ready
2467 - bg_snowdin_08_branches
2468 - bg_snowdin_07_branches
2469 - bg_snowdin_06_branches
2470 - ts_cave_path
2471 - para_layer_1
2472 - para_layer_2
2473 - para_layer_3
2474 - para_layer_4
2475 - hotland_background_1
2476 - hotland_background_2
2477 - hotland_background_3
2478 - hotland_background_4
2479 - para_layer_6
2480 - spr_comp_pepper
2481 - ts_lava
2482 - ts_waterfall_bg
2483 - ts_waterfall_bg_floor
2484 - ts_waterfall_details
2485 - spr_arcade_charged_up
2486 - spr_martlet_down_roof
2487 - ts_waterfall_foreground
2488 - ts_waterfall_foreground_pillars
2489 - ts_boat_wreckage
2490 - ts_cave_water
2491 - ts_cave_exit
2492 - spr_sousborg_body_bottom_destroy
2493 - ts_cave_exit_shadow
2494 - bg_sandstorm
2495 - spr_wild_revolver_battle_circle_silver
2496 - fg_sandstorm
2497 - ts_treeoflife
2498 - spr_flowey1_attack_audience_hate_sign
2499 - ts_treefences
2500 - spr_evil_flowey_talk
2501 - mountain_bg_layer1
2502 - mountain_bg_layer2
2503 - mountain_bg_layer3
2504 - mountain_bg_layer4
2505 - spr_battle_flowey_organic_flowey_head
2506 - mountain_bg_layer5
2507 - mountain_bg_layer6
2508 - mountain_bg_layer8
2509 - mountain_bg2_layer1
2510 - mountain_bg2_layer2
2511 - mountain_bg2_layer3
2512 - spr_steamworks_21_locker_tall
2513 - mountain_bg2_layer4
2514 - ts_dunes_flowers
2515 - asset_oasis_path_1
2516 - spr_asgore_talking_down
2517 - asset_oasis_path_2
2518 - asset_oasis_path_3
2519 - bg_dunes_31
2520 - spr_hotland_02b_diamond_boy
2521 - bg_dunes_31_foreground
2522 - bg_dunes_35b
2523 - bg_dunes_35b_foreground
2524 - spr_feisty_four_ace_body_legs
2525 - bg_oasis_house_3
2526 - bg_oasis_house_3_foreground
2527 - spr_attack_guardener_arm_jam_zap
2528 - bg_oasis_house1
2529 - spr_battle_flowey_lowpoly_spike_blue
2530 - bg_oasis_house2
2531 - ts_dunes_30b_grass
2532 - bg_dunes_40
2533 - petal_1
2534 - bg_dunes_41_overlay_fade
2535 - bg_dunes_41_overlay_bottom
2536 - spr_conveyor_item_blue_1
2537 - spr_bigfrog_knight_victory
2538 - bg_dunes_42_b_starlo_house
2539 - bg_dunes_42_b_starlo_house_2
2540 - spr_control_station_conveyor
2541 - fg_dunes_42_b_starlo_house_2
2542 - bg_dunes_43_overlay_fade
2543 - spr_hotland_elevator_part_2
2544 - spr_tellyvis_face_smug
2545 - asset_mines_elevator
2546 - asset_mines_desk
2547 - bg_wild_east_barn1
2548 - bg_wild_east_barn2
2549 - bg_wild_east_barn3
2550 - bg_wild_east_hospital
2551 - bg_wild_east_hospital_up
2552 - spr_axis_body_geno_lid_only
2553 - bg_wild_east_hospital_bottom
2554 - bg_wild_east_jail
2555 - bg_wild_east_jail_bars
2556 - bg_wild_east_salloon
2557 - bg_wild_east_saloon2
2558 - bg_wild_east_feistyhouse
2559 - bg_wild_east_feistyhouse_foreground
2560 - bg_wild_east_feistyhouse_foreground_2
2561 - ts_starlo_farm
2562 - ts_starlo_house
2563 - bg_starlo_house_upstairs
2564 - spr_chujin_tapes_static
2565 - spr_credits_corn_ball
2566 - bg_steamworks4_pink
2567 - bg_steamworks4_blue
2568 - bg_steamworks4_light_overlay
2569 - bg_steamworks_13
2570 - bg_2_steamworks_13
2571 - spr_hotland_elevator_part_3
2572 - spr_battle_flowey_lowpoly_glitch2
2573 - spr_credits_slurpy_badend
2574 - spr_pl_right_roof_geno
2575 - spr_axis_body_nocharge_melancholy
2576 - spr_ceroba_transformation_p1_2
2577 - spr_sousborgh_body
2578 - spr_bigfrog_cockpit_bg
2579 - spr_credits_MINER_LAZY
2580 - spr_martlet_final_hair
2581 - spr_factory_03_furnace_offon
2582 - spr_newhome_building_6
2583 - spr_ceroba_kanako_picture
2584 - spr_battle_flowey_clay_weakpoint_vine
2585 - spr_battle_flowey_gray_neutral_3
2586 - spr_newhome_building_4
2587 - spr_newhome_trash
2588 - spr_evil_flowey_dies_4
2589 - spr_chem_compound_puzzle_player
2590 - spr_battle_flowey_lowpoly_scanlines
2591 - spr_portrait_alphys_determined
2592 - spr_axis_damaged_up
2593 - spr_petal_pull_petal2
2594 - spr_pl_left_water_geno
2595 - spr_bigfrog_armmiddle
2596 - spr_rooftop_destroyed_fg
2597 - spr_factory_02_desk4
2598 - spr_steamworks_04_pipe
2599 - spr_portrait_ceroba_wailing
2600 - spr_credits_blob_noswim
2601 - spr_dunes_35b_cash_register
2602 - spr_attack_flowey_intermission_face
2603 - spr_hotland_wet_floor_sign
2604 - spr_petal_pull_hand_picking
2605 - spr_kanako_lookingatceroba_talk
2606 - spr_ceroba_p2_special_attack_2
2607 - spr_flashback_mart_and_chujin_part1
2608 - spr_credits_MINER_BRO
2609 - spr_credits_corn_1
2610 - spr_conveyor_puzzle_hint_z
2611 - spr_factory_03_ceroba_punch
2612 - spr_axis_geno_trashlid_pieces
2613 - spr_toriel_down_hold
2614 - spr_axis_color_laser_blue
2615 - spr_sousborg_flip_items
2616 - spr_battle_flowey_yarn_weakpoint
2617 - spr_pl_right_roof
2618 - spr_guardener_guy_b
2619 - spr_attack_ace_flip_card_4
2620 - spr_wanda_snowdin_yellow
2621 - spr_macro_froggit_golden_flower
2622 - spr_teeter_chute_red
2623 - spr_portrait_chujin_big_sad
2624 - spr_new_steamworks_pipe1
2625 - spr_steamworks_chem_id_reader
2626 - spr_axis_heart
2627 - spr_martlet_roof_vine
2628 - spr_savescreen_ruins
2629 - spr_portrait_alphys_nervous
2630 - spr_hotland_platform_middle
2631 - spr_conveyor_ceroba_throw_red
2632 - spr_martlet_final_chest
2633 - spr_duck
2634 - spr_kanako_talk_paper
2635 - spr_flowey_enter_plain
2636 - spr_mansion_bedroom_closet
2637 - spr_newhome_03_overlay2
2638 - spr_steamworks_38_face_down
2639 - spr_mansion_hallway
2640 - spr_home_flashback
2641 - spr_credits_dalv_crib
2642 - spr_bigfrog_fist_1
2643 - spr_martlet_head_disappointed_battle
2644 - spr_pacifist_ending_clover_hatless_left
2645 - spr_guardener_bot_npc_3
2646 - spr_evil_flowey_dies_10
2647 - spr_mansion_study_tv_screen
2648 - spr_attack_guardener_arm_jam
2649 - spr_ceroba_ponytail_hurt
2650 - spr_ava_vertical_idle
2651 - spr_sousborg_salt_destroy
2652 - spr_mansion_family_picture
2653 - spr_sousborg_cleaver_destroy
2654 - spr_macro_froggit_room_pedestals_bot
2655 - spr_credits_bro_got_the_corn
2656 - spr_attack_goosic_disk_arrow
2657 - spr_goosic_leg_right_top
2658 - spr_factory_02_desk3
2659 - spr_battle_flowey_clay_droopy_boi
2660 - spr_crayon_rotate_indicator
2661 - spr_secret_dunes_room
2662 - spr_mo_steamworks_fire_4
2663 - spr_steamworks_vendy_face_sweaty
2664 - spr_new_steamworks_pipeanimation
2665 - spr_battle_flowey_lowpoly_pellet
2666 - spr_portrait_fchujin_talk_serious
2667 - spr_npc_newhome_lady
2668 - spr_heart_yellow_hold
2669 - spr_hotland_lasers_off
2670 - spr_npc_salloon_card2
2671 - spr_bigfrog_cockpit_colletable
2672 - spr_heart_white_split
2673 - spr_bigfrog_cockpit_idle_cracked
2674 - spr_stamp_martlet
2675 - spr_steamworks_36_trashcan
2676 - spr_martlet_up_run_puddle
2677 - spr_ceroba_transformation_p1_fireball_destroy
2678 - spr_battle_flowey_wheel_petals_grey
2679 - spr_sousborg_egg_finished
2680 - spr_ceroba_attack_petal_2
2681 - spr_cerobas_monitor
2682 - spr_guardener_button_vine_piece
2683 - spr_tellyvis_hurt
2684 - spr_audience_joy_axis
2685 - spr_martlet_head_shocked_battle
2686 - spr_credits_FOREMANtalk_coat
2687 - spr_tellyvis_body
2688 - spr_jane_doe_snowdin_yellow
2689 - spr_hotland_elevator_part_5
2690 - spr_martlet_f2_torso
2691 - spr_credits_corn_2
2692 - spr_guardener_guy_bow
2693 - spr_steamworks_22_axis_event_1
2694 - spr_sousborg_shard_destroy
2695 - spr_goosic_head_destroy
2696 - spr_hotland_complex_1_dark
2697 - spr_corrupted_ceroba
2698 - spr_asgore_attack_fire
2699 - spr_shot_strong_pellets
2700 - spr_npc_steamworks_hermit
2701 - spr_axis_body_geno_death
2702 - martlet_hold_hat_walk_right
2703 - spr_steamworks_platform_overlay
2704 - spr_portrait_kanako_sad_trasnition
2705 - spr_wild_east_stamp_feisty
2706 - spr_mansion_study_machines
2707 - spr_chujin_serious
2708 - spr_mansion_office
2709 - spr_clover_holds_ceroba
2710 - spr_pl_run_up_geno
2711 - spr_ceroba_bullets_explode
2712 - spr_chujin_glasses
2713 - spr_starlo_body_dead
2714 - spr_axis_tick_o_bar
2715 - spr_hotland_handlord
2716 - spr_jandroid_head_destroy
2717 - spr_steamworks_chem_door_bg
2718 - spr_crayon_id
2719 - spr_credits_sandman
2720 - spr_newhome_bg_building_3
2721 - spr_conveyor_stamp_red
2722 - spr_attack_crying_flowey_flowey
2723 - spr_ceroba_attack_bullet_appear
2724 - spr_steamworks_steam_3
2725 - spr_martlet_final_intro_1
2726 - spr_attack_guardener_seeds
2727 - spr_flowey_big_smile_side
2728 - spr_coffins
2729 - spr_martlet_final_head
2730 - spr_comp_chlorine
2731 - spr_ceroba_murder_death_defragment
2732 - spr_pl_up_geno_point
2733 - spr_credits_intermission_gun
2734 - spr_waterfall_river_ripples_overworld_yellow
2735 - spr_portrait_ceroba_angry_alt
2736 - spr_attack_guardener_laser_warning
2737 - spr_steamworks_21_table_3
2738 - spr_ceroba_mask_2
2739 - spr_heart_yellow_shoot
2740 - spr_factory02_bg
2741 - bg_shop_hotel_geno
2742 - spr_dunes30c_corner
2743 - spr_andrd_stick_base
2744 - spr_axis_battle_box_damage
2745 - martlet_hold_hat_walk_down
2746 - spr_martlet_final_scream_mask
2747 - spr_heart_yellow_charge
2748 - spr_martlet_talon_back
2749 - spr_axis_damaged_down
2750 - spr_geno_alphys_right_talk
2751 - spr_endingb_clover_sideeye
2752 - spr_attack_ed_hand_smash_mask
2753 - spr_autofire_toggle_y
2754 - spr_new_steamworks_smallgear
2755 - spr_steamworks_29_gardener_bot_fence
2756 - spr_rooftop_destroyed
2757 - spr_dog_jump
2758 - spr_credits_flower_girl_booth
2759 - spr_truelab_door_bg
2760 - spr_ceroba_hair
2761 - spr_ceroba_shield_broken
2762 - spr_macro_froggit_scared
2763 - spr_npc_salloon_wasted
2764 - spr_steamworks_23_vendy
2765 - spr_mansion_bedroom_flashback
2766 - spr_mansion_trapdoor
2767 - spr_evil_flowey_dies_5
2768 - spr_steamworks_22_axis_event_2
2769 - spr_heart_released
2770 - spr_martlets_house_sofa
2771 - ceroba_hold_container_idle_up
2772 - spr_savescreen_newhome
2773 - spr_feisty_four_ed_body_full
2774 - spr_ceroba_p2_defeated_left_talk
2775 - spr_hotland_02b_club_danza
2776 - spr_clover_chute_shakeoff
2777 - spr_flashback_kanako_pullpaper
2778 - spr_sousborg_right_hand_hurt
2779 - spr_steamworks_29_gardener_bot_geno
2780 - spr_pacifist_ending_group_unhug_ceroba
2781 - spr_background_feisty_four_card_spade_ace
2782 - spr_chujin_lower_head
2783 - bg_lillypads_bubbles
2784 - spr_ceroba_p2_defeated_turn_left
2785 - spr_teeter_chute_blue_front
2786 - spr_complex_door_2
2787 - spr_flashback_intro_border
2788 - spr_toriel_right_hold_ahead
2789 - spr_sousborg_plate_2_destroy
2790 - spr_sir_slither_neck_lowhp
2791 - spr_martlet_f2_goop8
2792 - spr_battle_flowey_organic_flowey
2793 - spr_steamworks_steam_5
2794 - spr_gerson_door_open
2795 - spr_npc_steamworks_hermit_staff
2796 - spr_bigfrog_cockpit_idle
2797 - spr_martlet_left_run_puddle
2798 - spr_ceroba_p2_defeated_side_idle
2799 - spr_cafe_arcade_mew_mew_machine_out_of_order
2800 - spr_battle_enemy_attack_tellyvis_logo
2801 - spr_shot_medium_silver
2802 - spr_bigfrog_orange_explosion
2803 - spr_pl_up_geno_gun_walk
2804 - spr_martlet_final_wing_attack
2805 - spr_battle_enemy_attack_axis_hand
2806 - spr_ceroba_transformation_p1_6b
2807 - spr_battle_flowey_gray_idle
2808 - spr_ceroba_transformation_p1_fireball
2809 - spr_feisty_four_mooch_hurt
2810 - spr_ceroba_attack_lantern
2811 - spr_evil_flowey_2_talk
2812 - spr_waterfall_animated_bottom_left
2813 - spr_axis_love
2814 - spr_chem_compound_puzzle_goal
2815 - spr_ruins_rock
2816 - spr_axis_body_geno_lid
2817 - spr_credits_raft_flag_start
2818 - spr_martlet_attack_talon
2819 - spr_martlet_talon_front
2820 - waiting_for_shot
2821 - credits_resort
2822 - spr_corrupted_dalv
2823 - spr_ceroba_p2_get_up_1
2824 - spr_steamworks_21_table_secret
2825 - spr_bigfrog_knight_air_slash_small
2826 - spr_attack_ed_hand_grab_3
2827 - spr_hotland_02b_fence
2828 - spr_ceroba_p2_sign
2829 - spr_toy_gun_battle_circle_pellets
2830 - spr_credits_intermission_raft_idle
2831 - spr_ceroba_transformation_p1_1
2832 - spr_attack_ed_hand_smash_flipped
2833 - spr_room_castle_throneroom_destroyed
2834 - spr_guardener_head
2835 - spr_battle_flowey_organic_flowey_bloodcell
2836 - spr_asgore_trident_shards
2837 - spr_credits_guy_idle
2838 - spr_credits_hugs
2839 - spr_credits_horseman_burger
2840 - spr_martlet_down_run_puddle
2841 - spr_credits_toriel_groceries_left
2842 - spr_flashback_ceroba_kneel_talk
2843 - spr_crayon_4
2844 - spr_moray_guitar
2845 - spr_tumble3
2846 - spr_attack_goosic_speakers
2847 - spr_corrupted_guardener
2848 - spr_credits_organ
2849 - spr_portrait_kanako_happy
2850 - spr_pacifist_ending_ceroba_look_up
2851 - spr_attack_thorns
2852 - spr_hotland_janitor
2853 - spr_snowdin_22_bridge_fixed
2854 - spr_steamworks_22_glass
2855 - spr_steamworks_door_animated
2856 - spr_steamworks_vendy_face_boot_1
2857 - spr_bigfrog_armupper
2858 - spr_tumble1
2859 - spr_credits_MINER_GF
2860 - spr_martlet_final_intro_3
2861 - spr_sir_slither_body
2862 - spr_npc_bowll
2863 - spr_guardener_guy_a
2864 - spr_flashback_lab_table
2865 - spr_guardener_body
2866 - spr_pacifist_ending_ceroba_mask
2867 - spr_attack_flowey_intermission_flower
2868 - spr_ruins_blook
2869 - spr_pl_run_down_water_geno
2870 - spr_credits_intermission_raft_fall
2871 - spr_dunes_36_revolver
2872 - spr_credits_queue_3
2873 - spr_asgore_walk_up
2874 - spr_hotland_elevator_part_4
2875 - spr_steamworks_vendy_face_boot_2
2876 - spr_credits_bag_a
2877 - spr_martlet_attack_talon_giant
2878 - spr_guardener_meter
2879 - spr_blueprint_overlay
2880 - spr_attack_crying_flowey_tear_big
2881 - spr_bigfrog_small_bullet
2882 - spr_martlet_final_fly_turn_mask
2883 - spr_credits_intermission_martlet_pull_hat
2884 - spr_ceroba_pillar_left
2885 - spr_steamworks_22_kanako_overlay
2886 - spr_hotland_02b_dancefloor
2887 - spr_steamworks_29_gardener_bot_dead
2888 - spr_flashback_kanako_soul_broken
2889 - spr_tellyvis_remote_2
2890 - spr_control_station_teeter
2891 - spr_asgore_attack_hand
2892 - spr_factory_03_ceroba_lower_arm
2893 - spr_audience_joy_dalv
2894 - spr_pellets_overworld
2895 - spr_miner_virgil
2896 - spr_portrait_fchujin_happy
2897 - bg_steamworks_26
2898 - spr_pl_run_up_water_geno
2899 - spr_jandroid_broom
2900 - spr_petal_pull_hand_base
2901 - spr_flashback_kanako_hidepaper
2902 - spr_frostermit_steamworks
2903 - spr_last_corridor_door
2904 - spr_credits_ed_thrown
2905 - spr_martlet_head_angrier_battle
2906 - spr_tellyvis_destroy_leg
2907 - spr_pl_run_right_water_geno
2908 - spr_battle_flowey_mechanical_drone_explode
2909 - spr_room_castle_throneroom
2910 - bg_steamworks_35
2911 - spr_spider_barrier
2912 - spr_asgore_talking_right
2913 - spr_goosic_disc_destroy
2914 - spr_spider_drill
2915 - spr_credits_ceroba_walk
2916 - spr_portrait_axis_shadow
2917 - spr_ceroba_p2_get_up_3
2918 - spr_pl_right_geno
2919 - spr_credits_intermission_martlet_standup
2920 - spr_axis_stamp
2921 - spr_flowey_big_smirk
2922 - spr_battle_enemy_attack_axis_electricity
2923 - spr_flowey_pile_farthest
2924 - spr_macro_froggit_hurt
2925 - spr_battle_flowey_bomb_explosion
2926 - spr_sir_slither_neck_thing
2927 - spr_arcade_charge
2928 - spr_battle_flowey_clay_scary
2929 - spr_attack_ace_flip_card_2
2930 - spr_flowey_big_plain
2931 - spr_kanako_left_talk
2932 - spr_background_enemy_battle_guardener_wind
2933 - spr_martlet_f2_goop5
2934 - spr_axis_generator
2935 - spr_corrupted_axis
2936 - spr_battle_flowey_organic_flowey_closed
2937 - spr_outro_screen
2938 - spr_ceroba_reading_2
2939 - spr_factory_03_axis_wire_disconnect
2940 - spr_sousborg_spared
2941 - spr_battle_enemy_attack_axis_ball
2942 - spr_poster_board_mystery_overlay
2943 - spr_pl_up_geno_point_turn
2944 - spr_steamworks_29_gardener_bot_idle
2945 - spr_snowcastle_flag_half
2946 - spr_ceroba_attack_petal_1
2947 - spr_hotland_elevator_door_darkened
2948 - spr_conveyor_indicator_green
2949 - spr_ceroba_p2_special_attack
2950 - spr_size_crayon_3
2951 - spr_attack_flowey_intermission_flower_lanes
2952 - spr_hotland_receptionist
2953 - spr_hotland_core_sign
2954 - spr_evil_flowey_dies_9
2955 - spr_credits_toriel_turn
2956 - spr_flashback_kanako_falls
2957 - spr_credits_slime_idle
2958 - spr_credits_robot_2_walk_down
2959 - spr_macro_froggit_room_shutter
2960 - spr_froggit_frog
2961 - spr_evil_flowey_dies_8
2962 - spr_sousborg_egg_sizzle
2963 - spr_credits_robot_1_idle
2964 - spr_cave_overlay
2965 - spr_credits_queue_4
2966 - spr_martlet_final_knocked_down_mask
2967 - spr_martlet_final_transformation_effect
2968 - spr_martlet_final_intro_2
2969 - spr_credits_ace_facepalm
2970 - spr_pacifist_ending_martlet_getting_up_2
2971 - spr_credits_ed_walked
2972 - spr_battle_flowey_paper_bg_vine
2973 - spr_new_steamworks_steamworks_lava_gear_animated
2974 - spr_battle_flowey_lowpoly_flowey
2975 - spr_sousborg_egg_fire_start
2976 - spr_credits_BAD_ENDING
2977 - spr_battle_enemy_attack_axis_laser_shot
2978 - fg_hotland_alley_dark
2979 - spr_feisty_four_moray_body_legs
2980 - spr_dunes_43_number_pad_destroyed
2981 - spr_steamworks_04_generator_pink
2982 - spr_endingb_starlo_grab
2983 - spr_attack_moray_sword_blue_start
2984 - spr_ceroba_attack_bullet_2
2985 - spr_bigfrog_cockpit_surprised
2986 - spr_attack_ace_shape_2
2987 - spr_portrait_ceroba_mourning
2988 - spr_chujin_serious_lookdown
2989 - spr_axis_down_bonk_restore
2990 - spr_geno_soul_idle
2991 - spr_pacifist_ending_group_hug_ceroba
2992 - spr_mo_down_steamworks_serious
2993 - spr_pacifist_ending_capsule
2994 - spr_jandroid_head_hurt
2995 - spr_factory_02_mask
2996 - spr_goosic_neck_destroy
2997 - spr_factory_03_ceroba_lying_down
2998 - spr_steamworks_steam_2
2999 - spr_battle_flowey_bombs
3000 - spr_credits_queue_7
3001 - spr_battle_flowey_final_background
3002 - spr_portrait_chujin_content
3003 - spr_sousborgh_right_hand
3004 - spr_hotland_complex_door
3005 - spr_audience_joy_sign
3006 - spr_portrait_chujin_smirk
3007 - spr_hotland_02c_producer
3008 - spr_martlet_star_medium
3009 - spr_attack_ed_hand_smash_mask_flipped
3010 - spr_fight_yellow_locked
3011 - spr_attack_guardener_arm_land
3012 - spr_flashback_ceroba_uninject
3013 - spr_comp_rutherfordium
3014 - spr_credits_gf_idle
3015 - spr_flowey_pile_left
3016 - spr_sousborg_npc
3017 - spr_goosic_head_hurt
3018 - spr_newhome_03
3019 - spr_axis_battery_meter
3020 - spr_hotland_cold_man
3021 - spr_sousborg_egg_fire_burn
3022 - spr_sousborg_egg_smoke
3023 - spr_credits_SPROUT_BLOOM
3024 - spr_credits_miner_snake
3025 - spr_sir_slither_neck
3026 - spr_shot_strong_flint
3027 - spr_ceroba_attack_mask_large
3028 - spr_light_overlay_2
3029 - spr_battle_enemy_attack_axis_laser_hands
3030 - spr_shot_weak_nails
3031 - spr_flashback_ceroba_run_worried
3032 - spr_portrait_fchujin_surprised
3033 - spr_factory_03_face_shatter
3034 - spr_cafe_sign
3035 - spr_battle_flowey_clay_weakpoint
3036 - spr_kanako_down_walk
3037 - spr_credits_raft_water_start
3038 - spr_ceroba_phase_2_staff
3039 - spr_guardener_guy_b_flintlock_bullet
3040 - spr_martlet_head_smirk_battle
3041 - spr_pacifist_ending_starlo_kneel_getup
3042 - spr_steamworks_puzzle_arrows
3043 - bg_pre_barrier
3044 - spr_battle_flowey_gray_horse_target
3045 - spr_factory_03_axis_flashlight
3046 - spr_chujin_lookside
3047 - spr_new_steamworks_darkgear
3048 - spr_conveyor_puzzle_hint_blue_base
3049 - spr_ceroba_obstacle_bell
3050 - spr_blackjack_sign
3051 - spr_audience_joy_martlet
3052 - spr_heart_yellow_shot_destroy
3053 - spr_hotland_complex_3_dark
3054 - spr_petal_pull_petal_right
3055 - spr_mail_station_hotland
3056 - spr_container_empty_open
3057 - spr_arcade_controls_buttons
3058 - spr_petal_pull_petal4
3059 - spr_credits_intermission_martlet_raftwalk_right
3060 - spr_battle_flowey_gray_neutral_2
3061 - spr_comp_ketchup
3062 - spr_battle_flowey_gray_bullet
3063 - spr_feisty_four_moray_intro
3064 - spr_battle_flowey_gray_vine
3065 - spr_battle_enemy_attack_martlet_target_empty
3066 - spr_martlet_head_unamused_battle
3067 - spr_kanako_talk_crying
3068 - spr_bigfrog_frog_run
3069 - spr_complex_geno_light
3070 - spr_comp_astatine
3071 - spr_jandroid_broom_hurt
3072 - spr_portrait_fchujin_talk_smile
3073 - spr_battle_enemy_attack_sir_slither_clay_forming
3074 - spr_battle_flowey_wheel_clay
3075 - spr_new_steamworks_floating_gear
3076 - spr_ceroba_pillar_debris_small
3077 - bg_dalvfight
3078 - spr_chujin_lower_head_stressed
3079 - spr_credits_mine
3080 - spr_flashback_mart_and_chujin_part2
3081 - spr_credits_GONDOLA_bg
3082 - spr_axis_body_geno
3083 - spr_sousborgh_left_arm_2
3084 - spr_goosic_leg_right_bot
3085 - spr_credits_intermission_martlet_raftwalk_down
3086 - spr_attack_tinyflowey_slash
3087 - spr_attack_moray_sword_spin_start
3088 - spr_last_corridor_pillar
3089 - spr_chujin_idle
3090 - spr_portrait_asgore_melancholic
3091 - spr_savescreen_hotland
3092 - spr_ceroba_shield_opaque
3093 - spr_newhome_bg_building_1
3094 - spr_pl_right_water_geno
3095 - spr_credits_back_sandra
3096 - spr_martlet_f2_fist2
3097 - spr_autofire_toggle_x
3098 - spr_pl_run_down_snowdin_geno
3099 - spr_guardener_guy_arrow
3100 - spr_asgore_soul
3101 - spr_hotland_platform_right
3102 - spr_truelab_door
3103 - spr_froggit_fly
3104 - spr_asgore_death
3105 - spr_axis_acid_3
3106 - spr_ceroba_p2_block
3107 - spr_portrait_asgore_sadder
3108 - spr_waterfall_clover_sit_overworld_yellow_geno
3109 - spr_bigfrog_pipes
3110 - spr_battle_flowey_gray_grab
3111 - spr_credits_moray_laugh
3112 - spr_pacifist_ending_group_unhug_starlo
3113 - spr_portrait_kanako_pensive_2
3114 - spr_pacifist_ending_clover_close_eyes
3115 - spr_ceroba_p2_get_up_2
3116 - spr_ceroba_p2_defeated_death_1
3117 - spr_pl_left_roof_geno
3118 - spr_guardener_arms
3119 - spr_sousborg_salt_pour
3120 - spr_pl_run_right_geno
3121 - spr_attack_ace_shape_1
3122 - spr_flowey_snarky
3123 - spr_ceroba_legs
3124 - spr_flowey_big_grin
3125 - fg_hotland_alley
3126 - spr_credits_bag_b
3127 - spr_steamworks_34_furnace_entrance
3128 - spr_steamworks_chem_05_computer
3129 - spr_guardener_head_die
3130 - spr_martlet_f2_start
3131 - bg_steamworks_33
3132 - spr_steamworks_18_platform
3133 - bg_dalvroom_watertile_top
3134 - spr_andrd_x
3135 - spr_toriel_up_hold
3136 - spr_credits_CHEFBOT_ROWING
3137 - spr_mansion_fireplace
3138 - spr_jandroid_npc
3139 - spr_martlet_star_small
3140 - spr_battle_enemy_attack_axis_shield
3141 - spr_battle_flowey_mechanical_idle
3142 - spr_pacifist_ending_ceroba_hug_alone
3143 - spr_martlet_right_roof
3144 - spr_flowey_big_smile
3145 - spr_steamworks_04b_puzzle_overlay
3146 - spr_credits_mo_neutral
3147 - spr_asgore_talking_left
3148 - spr_flowey_grin_forward
3149 - spr_credits_intermission_hat
3150 - spr_flowey_rooftop_grows
3151 - spr_sousborg_egg_fireball_disappear
3152 - spr_bigfrog_leg
3153 - spr_flowey_spiral
3154 - spr_reference
3155 - spr_ceroba_transformation_p1_mask_start
3156 - spr_martlet_f2_fist1
3157 - spr_pl_run_right_snowdin_geno
3158 - bg_hotland_alley
3159 - spr_ceroba_kanako_picture_overlay
3160 - spr_steamworks_35_pacifist_gate
3161 - spr_bigfrog_logfrog
3162 - spr_newhome_01
3163 - spr_chujin_normal
3164 - spr_steamworks_29_machine
3165 - spr_sir_slither_body_lowhp
3166 - spr_flashback_ceroba_kneel
3167 - spr_background_feisty_four_suit_club_ed
3168 - spr_ceroba_guard_2
3169 - spr_undyne_spear
3170 - spr_steamworks_22_axis_event_fall
3171 - spr_flowey_vine_warning
3172 - spr_credits_mooch_spin
3173 - spr_shot_weak_flint
3174 - spr_sousborg_pan
3175 - spr_mansion_kotatsu_moved
3176 - spr_mansion_grave_grave
3177 - spr_macro_froggit_battle_board_pieces
3178 - spr_battle_flowey_wheel_paper
3179 - spr_portrait_kanako_sad_2
